# r[Å] g(r)
3.130000000000000426e+01 1.444126538649370017e+00
3.150000000000000000e+01 1.439873703988578724e+00
3.170000000000000284e+01 1.435091696828759700e+00
3.189999999999999858e+01 1.432439089943919885e+00
3.210000000000000142e+01 1.427566253593671730e+00
3.229999999999999716e+01 1.425827812392462146e+00
3.250000000000000000e+01 1.418830955589021503e+00
3.270000000000000284e+01 1.416839367860348586e+00
3.290000000000000568e+01 1.411447521514043180e+00
3.310000000000000142e+01 1.406727751599382126e+00
3.329999999999999716e+01 1.402921470871728138e+00
3.350000000000000000e+01 1.397550116861358216e+00
3.370000000000000284e+01 1.393706486981528103e+00
3.390000000000000568e+01 1.389015115581875737e+00
3.410000000000000142e+01 1.384196844152765227e+00
3.429999999999999716e+01 1.381137550812072678e+00
3.450000000000000000e+01 1.375663908075935637e+00
3.470000000000000284e+01 1.370435906658443059e+00
3.490000000000000568e+01 1.366105806309362958e+00
3.510000000000000142e+01 1.360644372611197639e+00
3.529999999999999716e+01 1.356773110615467015e+00
3.550000000000000000e+01 1.351238432231192776e+00
3.570000000000000284e+01 1.346252595839692257e+00
3.590000000000000568e+01 1.340702335710977522e+00
3.610000000000000142e+01 1.333693207337858677e+00
3.629999999999999716e+01 1.332367749524139500e+00
3.650000000000000000e+01 1.324553738098886324e+00
3.670000000000000284e+01 1.320143104348716845e+00
3.690000000000000568e+01 1.315061720031219128e+00
3.710000000000000142e+01 1.311683314584569882e+00
3.729999999999999716e+01 1.304354525681929555e+00
3.750000000000000000e+01 1.298409065029059173e+00
3.770000000000000284e+01 1.295459992074290190e+00
3.790000000000000568e+01 1.288176290333922225e+00
3.810000000000000142e+01 1.283662090399981581e+00
3.830000000000000426e+01 1.278237355909278117e+00
3.850000000000000000e+01 1.273171184485839325e+00
3.870000000000000284e+01 1.266857849404015246e+00
3.890000000000000568e+01 1.262729944533722559e+00
3.910000000000000142e+01 1.257715127031479030e+00
3.930000000000000426e+01 1.251809720433892492e+00
3.950000000000000000e+01 1.244841718266641584e+00
3.970000000000000284e+01 1.240284947830811113e+00
3.990000000000000568e+01 1.235110415692614927e+00
