# r[Å] g(r)
3.130000000000000426e+01 1.473522954614181257e+00
3.150000000000000000e+01 1.469904593226435630e+00
3.170000000000000284e+01 1.466181341120409876e+00
3.189999999999999858e+01 1.463028654777037696e+00
3.210000000000000142e+01 1.457130330626527970e+00
3.229999999999999716e+01 1.455492609831243289e+00
3.250000000000000000e+01 1.450954252747116424e+00
3.270000000000000284e+01 1.446134170856072876e+00
3.290000000000000568e+01 1.443860898630904277e+00
3.310000000000000142e+01 1.439100329971909842e+00
3.329999999999999716e+01 1.434112162705628357e+00
3.350000000000000000e+01 1.431177650473165919e+00
3.370000000000000284e+01 1.428650213900755972e+00
3.390000000000000568e+01 1.422487200310114330e+00
3.410000000000000142e+01 1.418209780525798713e+00
3.429999999999999716e+01 1.415036024847351026e+00
3.450000000000000000e+01 1.410566189037835150e+00
3.470000000000000284e+01 1.403093771684502888e+00
3.490000000000000568e+01 1.401776597598738183e+00
3.510000000000000142e+01 1.394427759686578838e+00
3.529999999999999716e+01 1.390380077686499849e+00
3.550000000000000000e+01 1.384877919762314002e+00
3.570000000000000284e+01 1.381763365824381307e+00
3.590000000000000568e+01 1.376975512071514585e+00
3.610000000000000142e+01 1.370655588714176476e+00
3.629999999999999716e+01 1.365674195653753920e+00
3.650000000000000000e+01 1.360640854226554453e+00
3.670000000000000284e+01 1.354470228299359702e+00
3.690000000000000568e+01 1.347957423664424059e+00
3.710000000000000142e+01 1.344170259804587264e+00
3.729999999999999716e+01 1.337623929899719455e+00
3.750000000000000000e+01 1.331368651028280281e+00
3.770000000000000284e+01 1.325993640021491782e+00
3.790000000000000568e+01 1.319490373366205782e+00
3.810000000000000142e+01 1.313753738364288104e+00
3.830000000000000426e+01 1.308109288052988317e+00
3.850000000000000000e+01 1.300566425357137623e+00
3.870000000000000284e+01 1.294266727706208764e+00
3.890000000000000568e+01 1.286353706536503605e+00
3.910000000000000142e+01 1.281927932858150321e+00
3.930000000000000426e+01 1.273991725815430742e+00
3.950000000000000000e+01 1.265799816511971487e+00
3.970000000000000284e+01 1.259183064828329091e+00
3.990000000000000568e+01 1.252483500054320631e+00
