r,block_22,block_23,block_24,block_25,mean_last4
3.470000000000000284e+01,1.066624946514810546e+00,1.007441858563897119e+00,8.922988075627070748e-01,8.977346173413626174e-01,9.660250574956944503e-01
3.490000000000000568e+01,1.042522992410772842e+00,9.951387985317653451e-01,8.693285823293845915e-01,8.856810121309129924e-01,9.481678463507089427e-01
3.510000000000000142e+01,1.040182781374030752e+00,9.610514142055286424e-01,8.649833516790901289e-01,8.573139574752957071e-01,9.308828761834864185e-01
3.529999999999999716e+01,1.010543090240438424e+00,9.595937838950900911e-01,8.298893117830183908e-01,8.262345763925360576e-01,9.065651905777707409e-01
3.550000000000000000e+01,1.012019357018752119e+00,9.252251893678336003e-01,8.143925439986043902e-01,8.022487935518404223e-01,8.884714709842576053e-01
3.570000000000000284e+01,9.911108671124876368e-01,9.098799534706404346e-01,7.938410135999045547e-01,7.849875380981202744e-01,8.699548430702882529e-01
3.590000000000000568e+01,9.780641128062139700e-01,8.872207103876760259e-01,7.817655531565466109e-01,7.458171100933440600e-01,8.482168716109450557e-01
3.610000000000000142e+01,9.759086766952125291e-01,8.823145419858602345e-01,7.748039775291701847e-01,7.268457904525837954e-01,8.399682466657066859e-01
3.629999999999999716e+01,9.706899992053911186e-01,8.775286840488010220e-01,7.652948112081927601e-01,7.168687268229793075e-01,8.325955553213411076e-01
3.650000000000000000e+01,9.568011603424992906e-01,8.615728092368446500e-01,7.529948184592462068e-01,6.761672127042218650e-01,8.118840001857029476e-01
3.670000000000000284e+01,9.478288993059909018e-01,8.427310690598330822e-01,7.265760157922458440e-01,6.700505452299478915e-01,7.967966323470043744e-01
3.690000000000000568e+01,9.277608891697927129e-01,8.284196536604835348e-01,7.197482365532809068e-01,6.300708704995875431e-01,7.764999124707862022e-01
3.710000000000000142e+01,9.175945582066726836e-01,8.173523824500134038e-01,7.124535729246043170e-01,6.185336334923617896e-01,7.664835367684130762e-01
3.729999999999999716e+01,9.054563852716868144e-01,8.037721356252870430e-01,6.864905528407169166e-01,5.960880151066944022e-01,7.479517722110963218e-01
3.750000000000000000e+01,8.938350375064785247e-01,8.008789547233554629e-01,6.901261296944504187e-01,5.817292904558685196e-01,7.416423530950382315e-01
3.770000000000000284e+01,8.893577449358075482e-01,7.839153985862091778e-01,6.568115465649628781e-01,5.632749040072378977e-01,7.233398985235544032e-01
3.790000000000000568e+01,8.613155722320128271e-01,7.757245991579405642e-01,6.618236517982446498e-01,5.454200107831915778e-01,7.110709584928474047e-01
3.810000000000000142e+01,8.531396076756985192e-01,7.514608823004483851e-01,6.321948203553389156e-01,5.413946965183572546e-01,6.945475017124607131e-01
3.830000000000000426e+01,8.617110768056053249e-01,7.382692068143219544e-01,6.362746702279103994e-01,5.214557031503683771e-01,6.894276642495515972e-01
